"","origin","destination","amount","year"
"616","Unknown","Bay of Plenty",16,"2003"
"617","Northland","Tairawhiti",5,"2003"
"618","Waitemata","Tairawhiti",14,"2003"
"619","Auckland","Tairawhiti",17,"2003"
"620","Counties Manukau","Tairawhiti",16,"2003"
"621","Waikato","Tairawhiti",29,"2003"
"622","Lakes","Tairawhiti",18,"2003"
"623","Bay of Plenty","Tairawhiti",25,"2003"
"624","Tairawhiti","Tairawhiti",1122,"2003"
"625","Taranaki","Tairawhiti",3,"2003"
"626","Hawkes Bay","Tairawhiti",59,"2003"
"627","Mid Central","Tairawhiti",13,"2003"
"628","Whanganui","Tairawhiti",5,"2003"
"629","Capital and Coast","Tairawhiti",23,"2003"
"630","Hutt","Tairawhiti",20,"2003"
"631","Wairarapa","Tairawhiti",1,"2003"
"632","Nelson Marlborough","Tairawhiti",0,"2003"
"633","West Coast","Tairawhiti",0,"2003"
"634","Canterbury","Tairawhiti",8,"2003"
"635","South Canterbury","Tairawhiti",0,"2003"
"636","Otago","Tairawhiti",3,"2003"
"637","Southland","Tairawhiti",2,"2003"
"638","Unknown","Tairawhiti",0,"2003"
"639","Northland","Taranaki",3,"2003"
"640","Waitemata","Taranaki",17,"2003"
"641","Auckland","Taranaki",17,"2003"
"642","Counties Manukau","Taranaki",8,"2003"
"643","Waikato","Taranaki",42,"2003"
"644","Lakes","Taranaki",3,"2003"
"645","Bay of Plenty","Taranaki",7,"2003"
"646","Tairawhiti","Taranaki",0,"2003"
"647","Taranaki","Taranaki",3385,"2003"
"648","Hawkes Bay","Taranaki",6,"2003"
"649","Mid Central","Taranaki",9,"2003"
"650","Whanganui","Taranaki",12,"2003"
"651","Capital and Coast","Taranaki",22,"2003"
"652","Hutt","Taranaki",7,"2003"
"653","Wairarapa","Taranaki",2,"2003"
"654","Nelson Marlborough","Taranaki",1,"2003"
"655","West Coast","Taranaki",0,"2003"
"656","Canterbury","Taranaki",8,"2003"
"657","South Canterbury","Taranaki",0,"2003"
"658","Otago","Taranaki",5,"2003"
"659","Southland","Taranaki",0,"2003"
"660","Unknown","Taranaki",11,"2003"
"661","Northland","Hawke's Bay",10,"2003"
"662","Waitemata","Hawke's Bay",8,"2003"
"663","Auckland","Hawke's Bay",12,"2003"
"664","Counties Manukau","Hawke's Bay",7,"2003"
"665","Waikato","Hawke's Bay",20,"2003"
"666","Lakes","Hawke's Bay",15,"2003"
"667","Bay of Plenty","Hawke's Bay",23,"2003"
"668","Tairawhiti","Hawke's Bay",23,"2003"
"669","Taranaki","Hawke's Bay",12,"2003"
"670","Hawkes Bay","Hawke's Bay",2720,"2003"
"671","Mid Central","Hawke's Bay",27,"2003"
"672","Whanganui","Hawke's Bay",10,"2003"
"673","Capital and Coast","Hawke's Bay",36,"2003"
"674","Hutt","Hawke's Bay",24,"2003"
"675","Wairarapa","Hawke's Bay",13,"2003"
"676","Nelson Marlborough","Hawke's Bay",8,"2003"
"677","West Coast","Hawke's Bay",0,"2003"
"678","Canterbury","Hawke's Bay",8,"2003"
"679","South Canterbury","Hawke's Bay",0,"2003"
"680","Otago","Hawke's Bay",8,"2003"
"681","Southland","Hawke's Bay",2,"2003"
"682","Unknown","Hawke's Bay",3,"2003"
"683","Northland","MidCentral",17,"2003"
"684","Waitemata","MidCentral",31,"2003"
"685","Auckland","MidCentral",28,"2003"
"686","Counties Manukau","MidCentral",27,"2003"
"687","Waikato","MidCentral",49,"2003"
"688","Lakes","MidCentral",20,"2003"
"689","Bay of Plenty","MidCentral",34,"2003"
"690","Tairawhiti","MidCentral",10,"2003"
"691","Taranaki","MidCentral",41,"2003"
"692","Hawkes Bay","MidCentral",104,"2003"
"693","Mid Central","MidCentral",3387,"2003"
"694","Whanganui","MidCentral",124,"2003"
"695","Capital and Coast","MidCentral",182,"2003"
"696","Hutt","MidCentral",69,"2003"
"697","Wairarapa","MidCentral",24,"2003"
"698","Nelson Marlborough","MidCentral",17,"2003"
"699","West Coast","MidCentral",0,"2003"
"700","Canterbury","MidCentral",27,"2003"
"701","South Canterbury","MidCentral",1,"2003"
"702","Otago","MidCentral",16,"2003"
"703","Southland","MidCentral",6,"2003"
"704","Unknown","MidCentral",6,"2003"
"705","Northland","Whanganui",4,"2003"
"706","Waitemata","Whanganui",13,"2003"
"707","Auckland","Whanganui",11,"2003"
"708","Counties Manukau","Whanganui",4,"2003"
"709","Waikato","Whanganui",17,"2003"
"710","Lakes","Whanganui",6,"2003"
"711","Bay of Plenty","Whanganui",21,"2003"
"712","Tairawhiti","Whanganui",1,"2003"
"713","Taranaki","Whanganui",47,"2003"
"714","Hawkes Bay","Whanganui",32,"2003"
"715","Mid Central","Whanganui",47,"2003"
"716","Whanganui","Whanganui",2100,"2003"
"717","Capital and Coast","Whanganui",40,"2003"
"718","Hutt","Whanganui",21,"2003"
"719","Wairarapa","Whanganui",4,"2003"
"720","Nelson Marlborough","Whanganui",3,"2003"
"721","West Coast","Whanganui",1,"2003"
"722","Canterbury","Whanganui",4,"2003"
"723","South Canterbury","Whanganui",0,"2003"
"724","Otago","Whanganui",2,"2003"
"725","Southland","Whanganui",0,"2003"
"726","Unknown","Whanganui",5,"2003"
"727","Northland","Capital and Coast",11,"2003"
"728","Waitemata","Capital and Coast",45,"2003"
"729","Auckland","Capital and Coast",40,"2003"
"730","Counties Manukau","Capital and Coast",13,"2003"
"731","Waikato","Capital and Coast",54,"2003"
"732","Lakes","Capital and Coast",19,"2003"
"733","Bay of Plenty","Capital and Coast",28,"2003"
"734","Tairawhiti","Capital and Coast",38,"2003"
"735","Taranaki","Capital and Coast",44,"2003"
"736","Hawkes Bay","Capital and Coast",144,"2003"
"737","Mid Central","Capital and Coast",207,"2003"
"738","Whanganui","Capital and Coast",189,"2003"
"739","Capital and Coast","Capital and Coast",4964,"2003"
"740","Hutt","Capital and Coast",756,"2003"
"741","Wairarapa","Capital and Coast",122,"2003"
"742","Nelson Marlborough","Capital and Coast",30,"2003"
"743","West Coast","Capital and Coast",1,"2003"
"744","Canterbury","Capital and Coast",38,"2003"
"745","South Canterbury","Capital and Coast",3,"2003"
"746","Otago","Capital and Coast",20,"2003"
"747","Southland","Capital and Coast",6,"2003"
"748","Unknown","Capital and Coast",22,"2003"
"749","Northland","Hutt Valley",2,"2003"
"750","Waitemata","Hutt Valley",6,"2003"
"751","Auckland","Hutt Valley",5,"2003"
"752","Counties Manukau","Hutt Valley",1,"2003"
"753","Waikato","Hutt Valley",3,"2003"
"754","Lakes","Hutt Valley",3,"2003"
"755","Bay of Plenty","Hutt Valley",5,"2003"
"756","Tairawhiti","Hutt Valley",1,"2003"
"757","Taranaki","Hutt Valley",8,"2003"
"758","Hawkes Bay","Hutt Valley",13,"2003"
"759","Mid Central","Hutt Valley",5,"2003"
"760","Whanganui","Hutt Valley",5,"2003"
"761","Capital and Coast","Hutt Valley",170,"2003"
"762","Hutt","Hutt Valley",2715,"2003"
"763","Wairarapa","Hutt Valley",13,"2003"
"764","Nelson Marlborough","Hutt Valley",3,"2003"
"765","West Coast","Hutt Valley",0,"2003"
"766","Canterbury","Hutt Valley",7,"2003"
"767","South Canterbury","Hutt Valley",1,"2003"
"768","Otago","Hutt Valley",0,"2003"
"769","Southland","Hutt Valley",1,"2003"
"770","Unknown","Hutt Valley",1,"2003"
"771","Northland","Wairarapa",0,"2003"
"772","Waitemata","Wairarapa",3,"2003"
"773","Auckland","Wairarapa",5,"2003"
"774","Counties Manukau","Wairarapa",4,"2003"
"775","Waikato","Wairarapa",8,"2003"
"776","Lakes","Wairarapa",6,"2003"
"777","Bay of Plenty","Wairarapa",5,"2003"
"778","Tairawhiti","Wairarapa",0,"2003"
"779","Taranaki","Wairarapa",4,"2003"
"780","Hawkes Bay","Wairarapa",11,"2003"
"781","Mid Central","Wairarapa",31,"2003"
"782","Whanganui","Wairarapa",6,"2003"
"783","Capital and Coast","Wairarapa",36,"2003"
"784","Hutt","Wairarapa",32,"2003"
"785","Wairarapa","Wairarapa",784,"2003"
"786","Nelson Marlborough","Wairarapa",9,"2003"
"787","West Coast","Wairarapa",1,"2003"
"788","Canterbury","Wairarapa",7,"2003"
"789","South Canterbury","Wairarapa",1,"2003"
"790","Otago","Wairarapa",3,"2003"
"791","Southland","Wairarapa",1,"2003"
"792","Unknown","Wairarapa",1,"2003"
"793","Northland","Nelson Marlborough",6,"2003"
"794","Waitemata","Nelson Marlborough",16,"2003"
"795","Auckland","Nelson Marlborough",13,"2003"
"796","Counties Manukau","Nelson Marlborough",6,"2003"
"797","Waikato","Nelson Marlborough",16,"2003"
"798","Lakes","Nelson Marlborough",6,"2003"
"799","Bay of Plenty","Nelson Marlborough",11,"2003"
"800","Tairawhiti","Nelson Marlborough",0,"2003"
"801","Taranaki","Nelson Marlborough",6,"2003"
"802","Hawkes Bay","Nelson Marlborough",11,"2003"
"803","Mid Central","Nelson Marlborough",8,"2003"
"804","Whanganui","Nelson Marlborough",10,"2003"
"805","Capital and Coast","Nelson Marlborough",47,"2003"
"806","Hutt","Nelson Marlborough",18,"2003"
"807","Wairarapa","Nelson Marlborough",3,"2003"
"808","Nelson Marlborough","Nelson Marlborough",3992,"2003"
"809","West Coast","Nelson Marlborough",30,"2003"
"810","Canterbury","Nelson Marlborough",82,"2003"
"811","South Canterbury","Nelson Marlborough",3,"2003"
"812","Otago","Nelson Marlborough",18,"2003"
"813","Southland","Nelson Marlborough",20,"2003"
"814","Unknown","Nelson Marlborough",3,"2003"
"815","Northland","West Coast",0,"2003"
"816","Waitemata","West Coast",4,"2003"
"817","Auckland","West Coast",5,"2003"
"818","Counties Manukau","West Coast",1,"2003"
"819","Waikato","West Coast",3,"2003"
"820","Lakes","West Coast",2,"2003"
"821","Bay of Plenty","West Coast",2,"2003"
"822","Tairawhiti","West Coast",0,"2003"
"823","Taranaki","West Coast",1,"2003"
"824","Hawkes Bay","West Coast",1,"2003"
"825","Mid Central","West Coast",1,"2003"
"826","Whanganui","West Coast",0,"2003"
"827","Capital and Coast","West Coast",3,"2003"
"828","Hutt","West Coast",1,"2003"
"829","Wairarapa","West Coast",0,"2003"
"830","Nelson Marlborough","West Coast",18,"2003"
"831","West Coast","West Coast",1432,"2003"
"832","Canterbury","West Coast",32,"2003"
"833","South Canterbury","West Coast",1,"2003"
"834","Otago","West Coast",8,"2003"
"835","Southland","West Coast",1,"2003"
"836","Unknown","West Coast",7,"2003"
"837","Northland","Canterbury",14,"2003"
"838","Waitemata","Canterbury",37,"2003"
"839","Auckland","Canterbury",39,"2003"
"840","Counties Manukau","Canterbury",27,"2003"
"841","Waikato","Canterbury",43,"2003"
"842","Lakes","Canterbury",9,"2003"
"843","Bay of Plenty","Canterbury",20,"2003"
"844","Tairawhiti","Canterbury",4,"2003"
"845","Taranaki","Canterbury",18,"2003"
"846","Hawkes Bay","Canterbury",21,"2003"
"847","Mid Central","Canterbury",12,"2003"
"848","Whanganui","Canterbury",6,"2003"
"849","Capital and Coast","Canterbury",82,"2003"
"850","Hutt","Canterbury",27,"2003"
"851","Wairarapa","Canterbury",3,"2003"
"852","Nelson Marlborough","Canterbury",142,"2003"
"853","West Coast","Canterbury",103,"2003"
"854","Canterbury","Canterbury",9246,"2003"
"855","South Canterbury","Canterbury",109,"2003"
"856","Otago","Canterbury",146,"2003"
"857","Southland","Canterbury",81,"2003"
"858","Unknown","Canterbury",55,"2003"
"859","Northland","South Canterbury",2,"2003"
"860","Waitemata","South Canterbury",5,"2003"
"861","Auckland","South Canterbury",3,"2003"
"862","Counties Manukau","South Canterbury",6,"2003"
"863","Waikato","South Canterbury",1,"2003"
"864","Lakes","South Canterbury",0,"2003"
"865","Bay of Plenty","South Canterbury",2,"2003"
"866","Tairawhiti","South Canterbury",4,"2003"
"867","Taranaki","South Canterbury",1,"2003"
"868","Hawkes Bay","South Canterbury",3,"2003"
"869","Mid Central","South Canterbury",1,"2003"
"870","Whanganui","South Canterbury",0,"2003"
"871","Capital and Coast","South Canterbury",1,"2003"
"872","Hutt","South Canterbury",1,"2003"
"873","Wairarapa","South Canterbury",2,"2003"
"874","Nelson Marlborough","South Canterbury",19,"2003"
"875","West Coast","South Canterbury",9,"2003"
"876","Canterbury","South Canterbury",119,"2003"
"877","South Canterbury","South Canterbury",865,"2003"
"878","Otago","South Canterbury",40,"2003"
"879","Southland","South Canterbury",12,"2003"
"880","Unknown","South Canterbury",9,"2003"
"881","Northland","Otago",13,"2003"
"882","Waitemata","Otago",23,"2003"
"883","Auckland","Otago",32,"2003"
"884","Counties Manukau","Otago",4,"2003"
"885","Waikato","Otago",14,"2003"
"886","Lakes","Otago",5,"2003"
"887","Bay of Plenty","Otago",8,"2003"
"888","Tairawhiti","Otago",0,"2003"
"889","Taranaki","Otago",8,"2003"
"890","Hawkes Bay","Otago",10,"2003"
"891","Mid Central","Otago",7,"2003"
"892","Whanganui","Otago",1,"2003"
"893","Capital and Coast","Otago",36,"2003"
"894","Hutt","Otago",10,"2003"
"895","Wairarapa","Otago",1,"2003"
"896","Nelson Marlborough","Otago",28,"2003"
"897","West Coast","Otago",10,"2003"
"898","Canterbury","Otago",70,"2003"
"899","South Canterbury","Otago",32,"2003"
"900","Otago","Otago",5448,"2003"
"901","Southland","Otago",130,"2003"
"902","Unknown","Otago",6,"2003"
"903","Northland","Southland",5,"2003"
"904","Waitemata","Southland",16,"2003"
"905","Auckland","Southland",9,"2003"
"906","Counties Manukau","Southland",7,"2003"
"907","Waikato","Southland",16,"2003"
"908","Lakes","Southland",1,"2003"
"909","Bay of Plenty","Southland",3,"2003"
"910","Tairawhiti","Southland",0,"2003"
"911","Taranaki","Southland",5,"2003"
"912","Hawkes Bay","Southland",9,"2003"
"913","Mid Central","Southland",2,"2003"
"914","Whanganui","Southland",0,"2003"
"915","Capital and Coast","Southland",6,"2003"
"916","Hutt","Southland",6,"2003"
"917","Wairarapa","Southland",0,"2003"
"918","Nelson Marlborough","Southland",14,"2003"
"919","West Coast","Southland",8,"2003"
"920","Canterbury","Southland",53,"2003"
"921","South Canterbury","Southland",14,"2003"
"922","Otago","Southland",250,"2003"
"923","Southland","Southland",2637,"2003"
"924","Unknown","Southland",7,"2003"
"925","Northland","Northland",3107,"2004"
"926","Waitemata","Northland",124,"2004"
"927","Auckland","Northland",95,"2004"
"928","Counties Manukau","Northland",62,"2004"
"929","Waikato","Northland",40,"2004"
"930","Lakes","Northland",10,"2004"
"931","Bay of Plenty","Northland",14,"2004"
"932","Tairawhiti","Northland",0,"2004"
"933","Taranaki","Northland",14,"2004"
"934","Hawkes Bay","Northland",14,"2004"
"935","Mid Central","Northland",8,"2004"
"936","Whanganui","Northland",8,"2004"
"937","Capital and Coast","Northland",146,"2004"
"938","Hutt","Northland",5,"2004"
"939","Wairarapa","Northland",2,"2004"
"940","Nelson Marlborough","Northland",2,"2004"
"941","West Coast","Northland",2,"2004"
"942","Canterbury","Northland",5,"2004"
"943","South Canterbury","Northland",3,"2004"
"944","Otago","Northland",6,"2004"
"945","Southland","Northland",1,"2004"
"946","Unknown","Northland",15,"2004"
"947","Northland","Waitemata",328,"2004"
"948","Waitemata","Waitemata",8990,"2004"
"949","Auckland","Waitemata",2964,"2004"
"950","Counties Manukau","Waitemata",1601,"2004"
"951","Waikato","Waitemata",171,"2004"
"952","Lakes","Waitemata",114,"2004"
"953","Bay of Plenty","Waitemata",83,"2004"
"954","Tairawhiti","Waitemata",11,"2004"
"955","Taranaki","Waitemata",44,"2004"
"956","Hawkes Bay","Waitemata",36,"2004"
"957","Mid Central","Waitemata",26,"2004"
"958","Whanganui","Waitemata",12,"2004"
"959","Capital and Coast","Waitemata",44,"2004"
"960","Hutt","Waitemata",18,"2004"
"961","Wairarapa","Waitemata",8,"2004"
"962","Nelson Marlborough","Waitemata",6,"2004"
"963","West Coast","Waitemata",7,"2004"
"964","Canterbury","Waitemata",35,"2004"
"965","South Canterbury","Waitemata",4,"2004"
"966","Otago","Waitemata",20,"2004"
"967","Southland","Waitemata",18,"2004"
"968","Unknown","Waitemata",207,"2004"
"969","Northland","Auckland",74,"2004"
"970","Waitemata","Auckland",742,"2004"
"971","Auckland","Auckland",5703,"2004"
"972","Counties Manukau","Auckland",298,"2004"
"973","Waikato","Auckland",74,"2004"
"974","Lakes","Auckland",20,"2004"
"975","Bay of Plenty","Auckland",47,"2004"
"976","Tairawhiti","Auckland",10,"2004"
"977","Taranaki","Auckland",19,"2004"
"978","Hawkes Bay","Auckland",12,"2004"
"979","Mid Central","Auckland",11,"2004"
"980","Whanganui","Auckland",6,"2004"
"981","Capital and Coast","Auckland",37,"2004"
"982","Hutt","Auckland",8,"2004"
"983","Wairarapa","Auckland",0,"2004"
"984","Nelson Marlborough","Auckland",3,"2004"
"985","West Coast","Auckland",4,"2004"
"986","Canterbury","Auckland",14,"2004"
"987","South Canterbury","Auckland",1,"2004"
"988","Otago","Auckland",11,"2004"
"989","Southland","Auckland",4,"2004"
"990","Unknown","Auckland",33,"2004"
"991","Northland","Counties Manukau",70,"2004"
"992","Waitemata","Counties Manukau",208,"2004"
"993","Auckland","Counties Manukau",592,"2004"
"994","Counties Manukau","Counties Manukau",5281,"2004"
"995","Waikato","Counties Manukau",98,"2004"
"996","Lakes","Counties Manukau",24,"2004"
"997","Bay of Plenty","Counties Manukau",34,"2004"
"998","Tairawhiti","Counties Manukau",2,"2004"
"999","Taranaki","Counties Manukau",28,"2004"
"1000","Hawkes Bay","Counties Manukau",14,"2004"
"1001","Mid Central","Counties Manukau",15,"2004"
"1002","Whanganui","Counties Manukau",15,"2004"
"1003","Capital and Coast","Counties Manukau",24,"2004"
"1004","Hutt","Counties Manukau",10,"2004"
"1005","Wairarapa","Counties Manukau",0,"2004"
"1006","Nelson Marlborough","Counties Manukau",6,"2004"
"1007","West Coast","Counties Manukau",1,"2004"
"1008","Canterbury","Counties Manukau",12,"2004"
"1009","South Canterbury","Counties Manukau",1,"2004"
"1010","Otago","Counties Manukau",9,"2004"
"1011","Southland","Counties Manukau",4,"2004"
"1012","Unknown","Counties Manukau",34,"2004"
"1013","Northland","Waikato",17,"2004"
"1014","Waitemata","Waikato",43,"2004"
"1015","Auckland","Waikato",55,"2004"
"1016","Counties Manukau","Waikato",47,"2004"
"1017","Waikato","Waikato",7360,"2004"
"1018","Lakes","Waikato",179,"2004"
"1019","Bay of Plenty","Waikato",219,"2004"
"1020","Tairawhiti","Waikato",14,"2004"
"1021","Taranaki","Waikato",84,"2004"
"1022","Hawkes Bay","Waikato",19,"2004"
"1023","Mid Central","Waikato",13,"2004"
"1024","Whanganui","Waikato",13,"2004"
"1025","Capital and Coast","Waikato",21,"2004"
"1026","Hutt","Waikato",14,"2004"
"1027","Wairarapa","Waikato",2,"2004"
"1028","Nelson Marlborough","Waikato",7,"2004"
"1029","West Coast","Waikato",1,"2004"
"1030","Canterbury","Waikato",4,"2004"
"1031","South Canterbury","Waikato",8,"2004"
"1032","Otago","Waikato",9,"2004"
"1033","Southland","Waikato",5,"2004"
"1034","Unknown","Waikato",5,"2004"
"1035","Northland","Lakes",6,"2004"
"1036","Waitemata","Lakes",26,"2004"
"1037","Auckland","Lakes",15,"2004"
"1038","Counties Manukau","Lakes",15,"2004"
"1039","Waikato","Lakes",85,"2004"
"1040","Lakes","Lakes",2203,"2004"
"1041","Bay of Plenty","Lakes",85,"2004"
"1042","Tairawhiti","Lakes",7,"2004"
"1043","Taranaki","Lakes",10,"2004"
"1044","Hawkes Bay","Lakes",16,"2004"
"1045","Mid Central","Lakes",8,"2004"
"1046","Whanganui","Lakes",8,"2004"
"1047","Capital and Coast","Lakes",22,"2004"
"1048","Hutt","Lakes",10,"2004"
"1049","Wairarapa","Lakes",1,"2004"
"1050","Nelson Marlborough","Lakes",3,"2004"
"1051","West Coast","Lakes",1,"2004"
"1052","Canterbury","Lakes",7,"2004"
"1053","South Canterbury","Lakes",2,"2004"
"1054","Otago","Lakes",3,"2004"
"1055","Southland","Lakes",4,"2004"
"1056","Unknown","Lakes",0,"2004"
"1057","Northland","Bay of Plenty",7,"2004"
"1058","Waitemata","Bay of Plenty",19,"2004"
"1059","Auckland","Bay of Plenty",30,"2004"
"1060","Counties Manukau","Bay of Plenty",14,"2004"
"1061","Waikato","Bay of Plenty",97,"2004"
"1062","Lakes","Bay of Plenty",62,"2004"
"1063","Bay of Plenty","Bay of Plenty",4683,"2004"
"1064","Tairawhiti","Bay of Plenty",6,"2004"
"1065","Taranaki","Bay of Plenty",13,"2004"
"1066","Hawkes Bay","Bay of Plenty",25,"2004"
"1067","Mid Central","Bay of Plenty",6,"2004"
"1068","Whanganui","Bay of Plenty",4,"2004"
"1069","Capital and Coast","Bay of Plenty",13,"2004"
"1070","Hutt","Bay of Plenty",6,"2004"
"1071","Wairarapa","Bay of Plenty",1,"2004"
