"","course_code","course_name","domestic_fee","international_fee","start_date","end_date","points","link"
"465","STAT395-21SU2 (C)","Statistics Project","$788.00","$4,438.00","Monday, 15 November 2021","Sunday, 13 February 2022","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=STAT395&occurrence=21SU2(C)&year=2021"
"466","STAT445-21S2 (C)","Financial Time Series","$1,000.00","NULL","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=STAT445&occurrence=21S2(C)&year=2021"
"467","STAT446-21S1 (C)","Generalised Linear Models","$1,000.00","NULL","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=STAT446&occurrence=21S1(C)&year=2021"
"468","STAT447-21S2 (C)","Official Statistics","$1,000.00","NULL","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=STAT447&occurrence=21S2(C)&year=2021"
"469","STAT448-21S1 (C)","Big Data","$1,000.00","NULL","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=STAT448&occurrence=21S1(C)&year=2021"
"470","STAT448-21S2 (C)","Big Data","$1,000.00","NULL","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=STAT448&occurrence=21S2(C)&year=2021"
"471","STAT448-21S2 (D)","Big Data","$1,000.00","NULL","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=STAT448&occurrence=21S2(D)&year=2021"
"472","STAT449-21CY (C)","Project","$1,999.00","NULL","Monday, 12 July 2021","Sunday, 26 June 2022","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=STAT449&occurrence=21CY(C)&year=2021"
"473","STAT449-21W (C)","Project","$1,999.00","NULL","Monday, 22 February 2021","Sunday, 14 November 2021","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=STAT449&occurrence=21W(C)&year=2021"
"474","STAT450-21S1 (C)","Advanced Statistical Modelling","$1,000.00","NULL","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=STAT450&occurrence=21S1(C)&year=2021"
"475","STAT455-21S1 (C)","Data Collection and Sampling Methods","$1,000.00","NULL","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=STAT455&occurrence=21S1(C)&year=2021"
"476","STAT456-21S2 (C)","Time Series and Stochastic Processes","$1,000.00","NULL","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=STAT456&occurrence=21S2(C)&year=2021"
"477","STAT459-21S1 (C)","Computational Statistics","$1,000.00","NULL","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=STAT459&occurrence=21S1(C)&year=2021"
"478","STAT461-21S2 (C)","Bayesian Inference","$1,000.00","NULL","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=STAT461&occurrence=21S2(C)&year=2021"
"479","STAT462-21S1 (C)","Data Mining","$1,000.00","NULL","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=STAT462&occurrence=21S1(C)&year=2021"
"480","STAT462-21S1 (D)","Data Mining","$1,000.00","NULL","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=STAT462&occurrence=21S1(D)&year=2021"
"481","STAT462-21S2 (C)","Data Mining","$1,000.00","NULL","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=STAT462&occurrence=21S2(C)&year=2021"
"482","STAT462-21S2 (D)","Data Mining","$1,000.00","NULL","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=STAT462&occurrence=21S2(D)&year=2021"
"483","STAT463-21S1 (C)","Multivariate Statistical Methods","$1,000.00","NULL","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=STAT463&occurrence=21S1(C)&year=2021"
"484","STAT471-21S1 (C)","Special Topic in Statistics","$1,000.00","NULL","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=STAT471&occurrence=21S1(C)&year=2021"
"485","STAT475-21S1 (C)","Independent Course of Study","$1,000.00","NULL","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=STAT475&occurrence=21S1(C)&year=2021"
"486","STAT475-21S2 (C)","Independent Course of Study","$1,000.00","NULL","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=STAT475&occurrence=21S2(C)&year=2021"
"487","STAT479-21S1 (C)","Special Topic","$1,000.00","NULL","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=STAT479&occurrence=21S1(C)&year=2021"
"488","STAT479-21S2 (C)","Special Topic","$1,000.00","NULL","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=STAT479&occurrence=21S2(C)&year=2021"
"489","STAT491-21A (C)","Research Project","$1,000.00","NULL","NULL","NULL","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=STAT491&occurrence=21A(C)&year=2021"
"490","STAT491-21SU2 (C)","Research Project","$1,000.00","NULL","Monday, 15 November 2021","Sunday, 13 February 2022","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=STAT491&occurrence=21SU2(C)&year=2021"
"491","STAT690-21A (C)","MSc Thesis","$7,768.00","NULL","NULL","NULL","120 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=STAT690&occurrence=21A(C)&year=2021"
"492","STAT695-21A (C)","MA Thesis","$7,768.00","NULL","NULL","NULL","120 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=STAT695&occurrence=21A(C)&year=2021"
"493","STAT790-21A (C)","Statistics PhD","$7,768.00","NULL","NULL","NULL","120 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=STAT790&occurrence=21A(C)&year=2021"
"494","FINC323","NULL","NULL","NULL","NULL","NULL","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FINC323&year=2021"
"495","STAT101","NULL","NULL","NULL","NULL","NULL","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=STAT101&year=2021"
"496","STAT316","NULL","NULL","NULL","NULL","NULL","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=STAT316&year=2021"
"497","STAT440","NULL","NULL","NULL","NULL","NULL","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=STAT440&year=2021"
"498","STAT451","NULL","NULL","NULL","NULL","NULL","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=STAT451&year=2021"
"499","STAT452","NULL","NULL","NULL","NULL","NULL","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=STAT452&year=2021"
"500","STAT453","NULL","NULL","NULL","NULL","NULL","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=STAT453&year=2021"
"501","STAT454","NULL","NULL","NULL","NULL","NULL","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=STAT454&year=2021"
"502","STAT457","NULL","NULL","NULL","NULL","NULL","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=STAT457&year=2021"
"503","STAT458","NULL","NULL","NULL","NULL","NULL","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=STAT458&year=2021"
"504","STAT460","NULL","NULL","NULL","NULL","NULL","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=STAT460&year=2021"
"505","STAT464","NULL","NULL","NULL","NULL","NULL","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=STAT464&year=2021"
"506","STAT465","NULL","NULL","NULL","NULL","NULL","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=STAT465&year=2021"
"507","STAT472","NULL","NULL","NULL","NULL","NULL","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=STAT472&year=2021"
"508","STAT474","NULL","NULL","NULL","NULL","NULL","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=STAT474&year=2021"
"509","STAT478","NULL","NULL","NULL","NULL","NULL","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=STAT478&year=2021"
"510","STAT481","NULL","NULL","NULL","NULL","NULL","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=STAT481&year=2021"
"511","COSC441-21S1 (C)","Wireless Networking Systems and Performance","$1,033.00","NULL","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=COSC441&occurrence=21S1(C)&year=2021"
"512","COSC469-21S1 (C)","Research Methods in Computer Science and Software Engineering","$1,033.00","NULL","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=COSC469&occurrence=21S1(C)&year=2021"
"513","DATA430-21S2 (C)","Medical Data Informatics","$952.00","NULL","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=DATA430&occurrence=21S2(C)&year=2021"
"514","SENG199-21W (C)","Software Engineering Workshop Training Course","NULL","NULL","Monday, 22 February 2021","Sunday, 14 November 2021","","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SENG199&occurrence=21W(C)&year=2021"
"515","SENG201-21S1 (C)","Software Engineering I","$877.00","$4,438.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SENG201&occurrence=21S1(C)&year=2021"
"516","SENG202-21S2 (C)","Software Engineering Project Workshop","$1,032.00","$4,593.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SENG202&occurrence=21S2(C)&year=2021"
"517","SENG301-21S1 (C)","Software Engineering II","$986.00","$5,500.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SENG301&occurrence=21S1(C)&year=2021"
"518","SENG302-21W (C)","Software Engineering Group Project","$1,971.00","$11,000.00","Monday, 22 February 2021","Sunday, 14 November 2021","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SENG302&occurrence=21W(C)&year=2021"
"519","SENG365-21S1 (C)","Web Computing Architectures","$986.00","$5,500.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SENG365&occurrence=21S1(C)&year=2021"
"520","SENG401-21S1 (C)","Software Engineering III","$1,033.00","$4,938.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SENG401&occurrence=21S1(C)&year=2021"
"521","SENG402-21W (C)","Software Engineering Research Project","$2,066.00","$9,875.00","Monday, 22 February 2021","Sunday, 14 November 2021","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SENG402&occurrence=21W(C)&year=2021"
"522","SENG403-21S2 (C)","Software Process and Product Quality","$1,033.00","$4,938.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SENG403&occurrence=21S2(C)&year=2021"
"523","SENG404-21S1 (C)","Software Requirements and Architecture","$1,033.00","$4,938.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SENG404&occurrence=21S1(C)&year=2021"
"524","SENG440-21S1 (C)","Special Topic: Topics in Mobile Computing","$1,033.00","$4,938.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SENG440&occurrence=21S1(C)&year=2021"
"525","SENG442-21S2 (C)","Special Topic","$1,033.00","$4,938.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SENG442&occurrence=21S2(C)&year=2021"
"526","SENG690-21A (C)","Software ME Thesis","$7,768.00","NULL","NULL","NULL","120 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SENG690&occurrence=21A(C)&year=2021"
"527","SENG405-21S1 (C)","Model-Driven Software Engineering","$1,033.00","$4,938.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SENG405&year=2021"
"528","SCUL211-21S1 (C)","Sculpture 2A","$2,631.00","$12,600.00","Monday, 22 February 2021","Sunday, 27 June 2021","45 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SCUL211&occurrence=21S1(C)&year=2021"
"529","SCUL212-21S2 (C)","Sculpture 2B","$2,631.00","$12,600.00","Monday, 19 July 2021","Sunday, 14 November 2021","45 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SCUL212&occurrence=21S2(C)&year=2021"
"530","SCUL311-21W (C)","Sculpture 3","$5,261.00","$25,200.00","Monday, 22 February 2021","Sunday, 14 November 2021","90 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SCUL311&occurrence=21W(C)&year=2021"
"531","SCUL411-21W (C)","Sculpture 4","$5,261.00","$25,200.00","Monday, 22 February 2021","Sunday, 14 November 2021","90 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SCUL411&occurrence=21W(C)&year=2021"
"532","SCUL601-21A (C)","Sculpture","$7,768.00","NULL","NULL","NULL","120 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SCUL601&occurrence=21A(C)&year=2021"
"533","SSCI403-21S1 (C)","The Competitive Edge: Innovation in Sport Science","$2,131.00","NULL","Monday, 22 February 2021","Sunday, 27 June 2021","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SSCI403&occurrence=21S1(C)&year=2021"
"534","SSCI404-21A (C)","Advanced Internship for Sport Science","$2,131.00","NULL","NULL","NULL","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SSCI404&occurrence=21A(C)&year=2021"
"535","SSCI407-21S2 (C)","Advanced Strength and Conditioning","$2,131.00","NULL","Monday, 19 July 2021","Sunday, 14 November 2021","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SSCI407&occurrence=21S2(C)&year=2021"
"536","SSCI408-21A (C)","Sport Science Independent Study","$2,131.00","NULL","NULL","NULL","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SSCI408&occurrence=21A(C)&year=2021"
"537","SSCI680-21A (C)","Sport Science Research Project","$2,131.00","NULL","NULL","NULL","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SSCI680&occurrence=21A(C)&year=2021"
"538","SSCI681-21A (C)","Sport Science Research Dissertation","$4,263.00","NULL","NULL","NULL","60 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SSCI681&occurrence=21A(C)&year=2021"
"539","SSCI405","NULL","NULL","NULL","NULL","NULL","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SSCI405&year=2021"
"540","SSCI406","NULL","NULL","NULL","NULL","NULL","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SSCI406&year=2021"
"541","SSCI409","NULL","NULL","NULL","NULL","NULL","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SSCI409&year=2021"
"542","DIGI101-21S1 (C)","Working in a Digital World","$877.00","$4,438.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=DIGI101&occurrence=21S1(C)&year=2021"
"543","DIGI103-21S1 (C)","Statistics 1","$788.00","$4,438.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=DIGI103&occurrence=21S1(C)&year=2021"
"544","DIGI103-21S2 (C)","Statistics 1","$788.00","$4,438.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=DIGI103&occurrence=21S2(C)&year=2021"
"545","DIGI125-21S1 (C)","Music Technologies","$877.00","$4,200.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=DIGI125&occurrence=21S1(C)&year=2021"
"546","DIGI204-21S1 (C)","Communicating with Data and Digital Media","$785.00","$3,500.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=DIGI204&occurrence=21S1(C)&year=2021"
"547","DIGI205-21S1 (C)","Introduction to Geographic Information Systems","$877.00","$4,438.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=DIGI205&occurrence=21S1(C)&year=2021"
"548","DIGI207-21S1 (C)","Social Media","$785.00","$3,500.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=DIGI207&occurrence=21S1(C)&year=2021"
"549","DIGI223-21S1 (C)","Text Analytics","$785.00","$3,500.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=DIGI223&occurrence=21S1(C)&year=2021"
